,game_title,game_id,steam_appid,short_description,header_image,url
162,DLC Quest,733,230050.0,"What happens when DLC practices go too far? An indie developer makes a game that mocks the industry and its foibles, that's what! Defeat the bad guy, save the world and get the girl! But first you'll need to find coins to buy DLC to enable animation, sound and even pausing.",https://steamcdn-a.akamaihd.net/steam/apps/230050/header.jpg?t=1548968444,https://store.steampowered.com/app/230050/DLC_Quest/
164,The Stanley Parable,3155,221910.0,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.",https://steamcdn-a.akamaihd.net/steam/apps/221910/header.jpg?t=1465254276,https://store.steampowered.com/app/221910/The_Stanley_Parable/
165,Freedom Planet,1267,248310.0,"Fight your way across the celestial world of Avalice where cats are green, motorcycles drive up walls and monster girls do most of the buttkicking! Freedom Planet is a cartoony, combat-based platform adventure that pits a spunky dragonoid and her friends against an alien attack force.",https://steamcdn-a.akamaihd.net/steam/apps/248310/header.jpg?t=1519017288,https://store.steampowered.com/app/248310/Freedom_Planet/
167,Osmos,2140,29180.0,"Enter the ambient world of Osmos: elegant, physics-based gameplay, dreamlike visuals, and a minimalist, electronic soundtrack. Your objective is to grow by absorbing other motes. Propel yourself by ejecting matter behind you. But be wise: ejecting matter also shrinks you. Relax - good things come to those who wait.",https://steamcdn-a.akamaihd.net/steam/apps/29180/header.jpg?t=1447352306,https://store.steampowered.com/app/29180/Osmos/
172,404Sight,24,361630.0,404Sight is a free game made in support of net neutrality. It’s a 3D playground runner influenced by parkour running with the addition of a special ping ability that reveals areas that can speed the player up or slow them down.,https://steamcdn-a.akamaihd.net/steam/apps/361630/header.jpg?t=1447372231,https://store.steampowered.com/app/361630/404Sight/
175,Psychonauts,2310,3830.0,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.",https://steamcdn-a.akamaihd.net/steam/apps/3830/header.jpg?t=1489611408,https://store.steampowered.com/app/3830/Psychonauts/
176,Rock of Ages,2487,22230.0,"A rock-solid combination of rock-rolling action, deep strategy, and captivating art and music from different ages of history, this is a game of crush or be crushed!",https://steamcdn-a.akamaihd.net/steam/apps/22230/header.jpg?t=1554202877,https://store.steampowered.com/app/22230/Rock_of_Ages/
179,Air Brawl,105,375600.0,A fast paced multiplayer dogfighting game that focuses on creative weapons and game mechanics that reward skillful flying.,https://steamcdn-a.akamaihd.net/steam/apps/375600/header.jpg?t=1490459324,https://store.steampowered.com/app/375600/Air_Brawl/
181,One Finger Death Punch,2116,264200.0,"Experience cinematic kung-fu battles in the fastest, most intense brawler the indie world has ever seen! With the unique 1:1 response system of One Finger Death Punch, players will feel the immediate feedback of every bone-crunching hit. Pay tribute to the masters using five classic kung-fu styles mixed with additional weapons.",https://steamcdn-a.akamaihd.net/steam/apps/264200/header.jpg?t=1447359435,https://store.steampowered.com/app/264200/One_Finger_Death_Punch/
183,INK,1552,385710.0,"INK is a fast-paced platformer about using colorful paint to uncover your surroundings. Defeat all enemies in the room and reach the goal! However, the terrain is invisible, so you need to discover the terrain by physically bumping into it, by performing a double jump or by, well, dying.",https://steamcdn-a.akamaihd.net/steam/apps/385710/header.jpg?t=1478029120,https://store.steampowered.com/app/385710/INK/
184,Intrusion 2,1596,214970.0,"""This is some of the most fun I've had with a game so far this year, and it will go down as one of the best side-scrolling shooters of all time.",https://steamcdn-a.akamaihd.net/steam/apps/214970/header.jpg?t=1447356080,https://store.steampowered.com/app/214970/Intrusion_2/
186,Fieldrunners,1190,209690.0,"Fieldrunners is now available on Steam! Download it now to play the hit tower defense game critics and fans have been raving about. Descend into the world of Fieldrunners, the most anticipated and visually stunning game in tower defense history!",https://steamcdn-a.akamaihd.net/steam/apps/209690/header.jpg?t=1447355590,https://store.steampowered.com/app/209690/Fieldrunners/
187,Out There Somewhere,2143,263980.0,"You play an explorer stranded on a dangerous alien planet. Low on fuel, your only hope for escape is to find the planet’s core in this incredibly clever action-puzzle-platformer.",https://steamcdn-a.akamaihd.net/steam/apps/263980/header.jpg?t=1513223353,https://store.steampowered.com/app/263980/Out_There_Somewhere/
188,KAMI,1638,272040.0,"KAMI is deceptively simple: fold out coloured paper to fill the screen in as few moves as possible. Relaxing and easy to pick up, you'll soon find yourself deep in contemplation to perfect each puzzle. Created by State of Play, famous for their handcrafted aesthetic, KAMI has been created with real paper in an elegant Japanese theme.",https://steamcdn-a.akamaihd.net/steam/apps/272040/header.jpg?t=1447360031,https://store.steampowered.com/app/272040/KAMI/
190,NightSky,2059,99700.0,"Nominated as a IGF Seamus McNally Finalist, NightSky is an ambient action-puzzle game that offers a gameplay experience unlike any other—cerebral challenges fill uniquely designed picturesque worlds. The player must maneuver a sphere by using realistic physics to advance; each of these worlds is broken into different areas.",https://steamcdn-a.akamaihd.net/steam/apps/99700/header.jpg?t=1466790646,https://store.steampowered.com/app/99700/NightSky/
191,Frozen Synapse,1277,98200.0,"Brings the simultaneous turn-based strategy genre up-to-date and lets you give detailed, accurate orders to your squad.",https://steamcdn-a.akamaihd.net/steam/apps/98200/header.jpg?t=1458256347,https://store.steampowered.com/app/98200/Frozen_Synapse/
192,Hammerfight,1458,41100.0,"Hammerfight is about 2D battles of flying machines equipped with various slashing, piercing and blunt weaponry.A unique combat system is based on realistic physics simulation, and it ties the movements of the rider to the movements of your mouse. As you wave the mouse, your rider swings his warhammer, smashing the foe into the wall!",https://steamcdn-a.akamaihd.net/steam/apps/41100/header.jpg?t=1447352589,https://store.steampowered.com/app/41100/Hammerfight/
194,Ziggurat,3559,308420.0,"Dungeon-Crawling First Person Shooting at its finest! Fast-paced combat! Dozens of perks, spells and enemies! Level ups! Random Dungeons! Traps! Badass bosses! Carrots!",https://steamcdn-a.akamaihd.net/steam/apps/308420/header.jpg?t=1503926166,https://store.steampowered.com/app/308420/Ziggurat/
195,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,60,15560.0,82 remastered levels from the original and 43 brand new ones that are twice as fast!,https://steamcdn-a.akamaihd.net/steam/apps/15560/header.jpg?t=1458837534,https://store.steampowered.com/app/15560/AaaaaAAaaaAAAaaAAAAaAAAAA_for_the_Awesome/
198,GRID 2,1288,44350.0,"Be fast, be first and be famous as the race returns in GRID 2, the sequel to the BAFTA-award winning, multi-million selling Race Driver: GRID.",https://steamcdn-a.akamaihd.net/steam/apps/44350/header.jpg?t=1546282708,https://store.steampowered.com/app/44350/GRID_2/
202,Strike Vector,2886,246700.0,"&quot;Strike Vector is gorgeous shooter with strong mechanics and lots of customisation&quot; 7.7/10 – IGN&quot;it more than makes up for by being a gorgeous, intensely competitive experience that matches its aesthetic appeal with pure shooter satisfaction&quot;– 7.",https://steamcdn-a.akamaihd.net/steam/apps/246700/header.jpg?t=1447358339,https://store.steampowered.com/app/246700/Strike_Vector/
203,Prison Architect,2288,233450.0,Build and Manage A Maximum Security Prison.,https://steamcdn-a.akamaihd.net/steam/apps/233450/header.jpg?t=1549032392,https://store.steampowered.com/app/233450/Prison_Architect/
205,Outlast,2149,238320.0,"Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.",https://steamcdn-a.akamaihd.net/steam/apps/238320/header.jpg?t=1447357854,https://store.steampowered.com/app/238320/Outlast/
206,Super Hexagon,2916,221640.0,"Super Hexagon is a minimal action game by Terry Cavanagh, with music by Chipzel.",https://steamcdn-a.akamaihd.net/steam/apps/221640/header.jpg?t=1555981214,https://store.steampowered.com/app/221640/Super_Hexagon/
209,Shatter,2656,20820.0,"Shatter is a retro-inspired brick-breaking game that merges familiar action with unique twists and a modern crafted production approach. Innovative controls, physics effects, power-ups, special attacks, and boss battles which combine to provide an experience that is always interactive.",https://steamcdn-a.akamaihd.net/steam/apps/20820/header.jpg?t=1526952956,https://store.steampowered.com/app/20820/Shatter/
210,Proteus,2306,219680.0,"Proteus is a game about exploration and immersion in a dream-like island world where the soundtrack to your play is created by your surroundings. Played in first-person, the primary means of interaction is simply your presence in the world and how you observe it.",https://steamcdn-a.akamaihd.net/steam/apps/219680/header.jpg?t=1447356537,https://store.steampowered.com/app/219680/Proteus/
211,Jamestown,1618,94200.0,"Jamestown: Legend Of The Lost Colony is a neo-classical top-down shooter for up to 4 players, set on 17th-century British Colonial Mars. It features all the intensity, depth, and lovingly handcrafted pixels of a classic arcade shooter, with a modern twist: deeply-integrated cooperative gameplay.",https://steamcdn-a.akamaihd.net/steam/apps/94200/header.jpg?t=1447354283,https://store.steampowered.com/app/94200/Jamestown/
218,Risk of Rain,2475,248820.0,"Risk of Rain is an action platformer with roguelike elements. With permanent death as a primary feature, players will have to play their best to get as far as possible. Fight on a mysterious planet with randomly spawning enemies and bosses, either alone or with 3 friends in online co-op.",https://steamcdn-a.akamaihd.net/steam/apps/248820/header.jpg?t=1541784790,https://store.steampowered.com/app/248820/Risk_of_Rain/
219,Survarium,2937,355840.0,"Survarium is a post-apocalyptic online FPS game. If you are looking for a shooter where skills matter, look no further! The opposing players and deadly anomalies will never stop you on the way to victory, right? Then start playing now for free!",https://steamcdn-a.akamaihd.net/steam/apps/355840/header.jpg?t=1546446911,https://store.steampowered.com/app/355840/Survarium/
223,BIT.TRIP RUNNER,269,63710.0,"CommanderVideo is back with BIT.TRIP RUNNER, the latest chapter on Steam in the award-winning and critically acclaimed BIT.TRIP series. Launch special: 10% off now thru Mar. 6th!",https://steamcdn-a.akamaihd.net/steam/apps/63710/header.jpg?t=1478114972,https://store.steampowered.com/app/63710/BITTRIP_RUNNER/
230,Reus,2446,222730.0,"In Reus, you control powerful giants to shape the planet to your will. You can create mountains, oceans, forests and more. Enrich your planet with plants, minerals and animal life. There is only one thing on the planet that you do not control: mankind, with all their virtues and and all their vices.",https://steamcdn-a.akamaihd.net/steam/apps/222730/header.jpg?t=1548941662,https://store.steampowered.com/app/222730/Reus/
235,Dungeon Defenders,966,65800.0,Create a hero from one of four classes to save Etheria in this 4-player coop Tower Defense Action-RPG. Includes Steam exclusive Portal gun &amp; TF2 familiars!,https://steamcdn-a.akamaihd.net/steam/apps/65800/header.jpg?t=1553796536,https://store.steampowered.com/app/65800/Dungeon_Defenders/
